NOC,Year,Athletics,Balls,Combat,Shooting,Swimming,Cycling,Weightlifting,WaterSport,Others,Gymnastics,Diving
IRQ,2024,1,19,1,0,1,0,1,0,0,0,0
ISL,1908,0,0,1,0,0,0,0,0,0,0,0
ISL,1912,1,0,1,0,0,0,0,0,0,0,0
ISL,1936,5,8,0,0,0,0,0,0,0,0,0
ISL,1948,17,0,0,0,9,0,0,0,1,0,0
ISL,1952,18,0,0,0,0,0,0,0,0,0,0
ISL,1956,2,0,0,0,0,0,0,0,0,0,0
ISL,1960,9,0,0,0,2,0,0,0,0,0,0
ISL,1964,2,0,0,0,3,0,0,0,0,0,0
ISL,1968,3,0,0,0,12,0,1,0,0,0,0
ISL,1972,5,15,0,0,8,0,2,0,0,0,0
ISL,1976,10,0,2,0,9,0,1,0,0,0,0
ISL,1980,7,0,2,0,0,0,3,0,0,0,0
ISL,1984,7,15,2,0,9,0,0,2,0,0,0
ISL,1988,7,15,2,0,16,0,0,2,0,0,0
ISL,1992,4,19,3,1,4,0,0,0,0,0,0
ISL,1996,3,1,1,0,3,0,0,0,0,7,0
ISL,2000,6,0,0,1,14,0,0,1,0,7,0
ISL,2004,2,15,0,0,9,0,0,1,0,7,0
ISL,2008,3,15,1,0,12,0,0,0,0,0,0
ISL,2012,3,15,1,2,15,0,0,0,0,0,0
ISL,2016,3,0,1,0,6,0,0,0,0,4,0
ISL,2020,1,0,0,1,3,0,0,0,0,0,0
ISL,2024,1,0,0,1,4,0,0,0,1,0,0
ISR,1952,10,12,0,6,1,0,0,0,0,0,2
ISR,1956,1,0,0,0,1,0,0,0,0,0,1
ISR,1960,12,0,2,4,9,2,2,0,0,15,0
ISR,1964,6,0,0,4,3,0,0,0,0,0,0
ISR,1968,3,17,0,5,14,0,0,0,0,0,0
ISR,1972,3,0,4,3,2,0,3,2,0,0,0
ISR,1976,1,15,3,2,3,0,1,2,0,7,0
ISR,1984,10,0,8,7,8,0,1,6,0,25,0
ISR,1988,0,6,4,6,2,0,0,4,0,7,0
ISR,1992,4,1,9,5,10,0,3,5,0,7,0
ISR,1996,4,0,10,7,10,0,1,6,0,0,0
ISR,2000,10,0,7,3,23,0,0,14,0,1,0
ISR,2004,5,4,10,3,7,0,0,9,0,8,0
ISR,2008,4,6,7,5,16,0,0,9,0,13,0
ISR,2012,3,4,5,2,11,0,0,7,0,24,0
ISR,2016,8,2,9,2,19,2,1,6,2,8,0
ISR,2020,10,2,24,2,32,3,1,5,34,15,0
ISR,2024,7,20,26,5,44,5,0,8,8,15,0
ISV,1968,2,0,0,0,0,0,1,3,0,0,0
ISV,1972,1,0,1,6,0,0,0,8,0,0,0
ISV,1976,3,0,6,4,7,0,0,6,0,0,0
ISV,1984,5,0,6,3,28,0,0,9,1,0,0
ISV,1988,9,0,0,2,27,1,0,6,1,0,0
ISV,1992,14,0,2,1,8,1,0,7,1,0,0
ISV,1996,9,0,1,1,1,0,0,2,0,0,0
ISV,2000,3,0,0,3,3,0,0,2,1,0,0
ISV,2004,3,0,0,2,3,0,0,1,0,0,0
ISV,2008,3,0,2,1,1,0,0,1,0,0,0
ISV,2012,6,0,0,0,1,0,0,2,0,0,0
ISV,2016,3,0,1,0,2,0,0,1,0,0,0
ISV,2020,1,0,0,1,3,0,0,0,0,0,0
ISV,2024,1,0,1,1,2,0,0,0,0,0,0
ITA,1896,0,0,0,1,0,0,0,0,0,0,0
ITA,1900,3,0,14,0,3,10,0,0,5,1,0
ITA,1904,0,0,0,0,0,1,0,0,0,0,0
ITA,1906,9,0,4,15,2,7,2,38,0,24,2
ITA,1908,22,0,26,0,6,9,0,1,0,32,1
ITA,1912,25,14,22,0,5,0,0,0,4,24,2
ITA,1920,45,37,60,46,10,20,5,6,28,32,2
ITA,1924,55,31,61,24,7,17,15,20,30,72,1
ITA,1928,37,17,36,0,9,16,6,38,43,68,3
ITA,1932,22,0,40,6,4,13,4,21,18,26,0
ITA,1936,39,27,46,9,0,16,4,38,98,69,3
ITA,1948,28,35,49,6,0,16,1,41,62,72,0
ITA,1952,44,51,54,8,15,16,6,46,14,120,2
ITA,1956,33,10,42,5,8,17,4,33,13,42,0
ITA,1960,55,58,59,9,39,17,7,50,19,84,5
ITA,1964,28,24,49,5,29,18,2,34,15,48,4
ITA,1968,32,23,48,8,22,19,3,24,20,63,6
ITA,1972,45,23,49,15,39,18,6,41,21,84,4
ITA,1976,36,35,49,17,31,15,1,43,22,57,6
ITA,1980,37,47,31,14,28,15,3,18,9,0,1
ITA,1984,65,53,51,15,63,23,3,44,21,28,2
ITA,1988,46,53,47,20,48,19,6,51,15,65,4
ITA,1992,44,63,51,23,58,20,3,54,50,60,5
ITA,1996,59,72,48,31,39,26,2,66,45,69,3
ITA,2000,50,80,49,30,53,21,4,56,54,53,7
ITA,2004,37,98,42,25,68,14,0,60,62,60,8
ITA,2008,49,87,44,34,62,21,4,58,19,72,9
ITA,2012,36,73,50,34,55,17,1,39,10,57,10
ITA,2016,40,70,41,32,71,26,2,54,22,31,10
ITA,2020,89,70,66,29,84,40,5,41,52,41,7
ITA,2024,100,79,82,33,89,43,3,57,29,83,12
IVB,1984,8,0,0,0,0,0,0,5,0,0,0
IVB,1988,3,0,0,0,0,0,0,1,0,0,0
IVB,1992,1,0,0,0,0,0,0,3,0,0,0
IVB,1996,10,0,0,0,0,0,0,1,0,0,0
IVB,2000,1,0,0,0,0,0,0,0,0,0,0
IVB,2004,1,0,0,0,0,0,0,0,0,0,0
IVB,2008,2,0,0,0,0,0,0,0,0,0,0
IVB,2012,2,0,0,0,0,0,0,0,0,0,0
IVB,2016,3,0,0,0,1,0,0,0,0,0,0
IVB,2020,2,0,0,0,1,0,0,0,0,0,0
IVB,2024,3,0,0,0,0,0,0,1,0,0,0
JAM,1948,23,0,1,0,0,0,2,0,0,0,0
JAM,1952,14,0,0,0,0,2,0,0,0,0,0
JAM,1956,13,0,0,0,0,0,0,0,0,0,0
JAM,1964,26,0,2,1,0,0,0,3,0,0,0
JAM,1968,25,0,3,0,1,0,1,5,0,0,0
JAM,1972,29,0,1,0,3,14,0,3,0,0,1
JAM,1976,30,0,3,0,0,3,0,0,0,0,0
JAM,1980,30,0,0,0,0,2,0,0,0,0,0
JAM,1984,49,0,3,0,16,6,1,0,0,0,0
JAM,1988,40,1,4,0,0,3,1,0,0,0,0
JAM,1992,42,1,2,0,0,4,0,2,0,0,0
JAM,1996,58,4,3,0,2,0,0,2,0,0,0
JAM,2000,59,0,0,0,3,0,0,2,1,0,0
JAM,2004,54,1,0,1,6,0,0,0,0,0,0
JAM,2008,61,0,0,0,3,1,0,0,1,0,0
JAM,2012,57,0,1,0,3,0,0,0,1,0,0
JAM,2016,70,0,0,0,2,0,0,0,0,4,1
JAM,2020,80,0,2,0,3,0,0,0,0,1,1
JAM,2024,77,0,1,0,2,0,0,0,0,0,1
JOR,1980,0,0,0,6,0,0,0,0,0,0,0
JOR,1984,7,0,1,7,0,0,0,0,0,0,0
JOR,1988,0,1,7,1,0,0,0,0,0,0,0
JOR,1992,3,1,0,1,0,0,0,0,0,0,0
JOR,1996,2,0,0,1,2,0,0,0,0,0,0
JOR,2000,2,1,1,1,2,0,0,0,1,0,0
JOR,2004,2,1,2,0,2,0,0,0,1,0,0
JOR,2008,2,1,1,0,2,0,0,0,1,0,0
JOR,2012,2,0,4,0,2,0,0,0,1,0,0
JOR,2016,1,0,4,0,2,0,0,0,1,0,0
JOR,2020,1,0,8,1,3,0,0,0,2,0,0
JOR,2024,1,1,7,0,2,0,0,0,0,2,0
JPN,1912,4,0,0,0,0,0,0,0,0,0,0
JPN,1920,16,4,0,0,5,0,0,0,0,0,1
JPN,1924,13,8,2,0,14,0,0,0,0,0,0
JPN,1928,26,0,3,0,16,0,0,6,4,0,1
JPN,1932,51,19,12,0,29,0,0,14,53,20,5
JPN,1936,57,39,10,0,30,0,0,20,96,64,9
JPN,1952,25,0,10,1,29,16,1,6,1,40,4
JPN,1956,31,22,14,10,29,2,5,9,2,90,8
JPN,1960,25,33,42,9,37,6,7,20,7,84,8
JPN,1964,69,67,59,12,54,18,7,49,26,84,11
JPN,1968,25,59,28,6,47,2,7,13,13,84,5
JPN,1972,22,59,38,11,36,5,9,11,14,84,4
JPN,1976,16,72,46,16,34,7,9,20,19,84,5
JPN,1984,27,52,50,23,64,11,9,24,15,86,4
JPN,1988,37,59,50,32,60,13,10,33,24,86,8
JPN,1992,37,58,40,31,65,14,10,28,38,65,6
JPN,1996,39,92,36,25,68,9,7,31,49,89,3
JPN,2000,50,49,30,23,48,14,8,20,58,61,2
JPN,2004,47,107,34,27,54,13,4,21,51,54,2
JPN,2008,51,103,34,18,75,17,6,25,54,72,2
JPN,2012,56,91,49,20,64,12,5,24,21,56,1
JPN,2016,58,95,33,19,78,11,7,20,54,58,3
JPN,2020,73,240,84,39,70,23,7,33,129,75,14
JPN,2024,64,172,73,15,63,40,3,19,72,72,5
KAZ,1996,18,0,28,21,17,8,7,16,2,19,6
KAZ,2000,27,26,31,17,15,9,6,9,2,9,7
KAZ,2004,21,23,29,10,15,11,3,5,5,8,0
KAZ,2008,20,27,38,14,18,5,8,12,3,1,0
KAZ,2012,24,17,41,7,7,4,8,11,2,11,0
KAZ,2016,28,4,34,12,6,4,8,23,2,2,0
KAZ,2020,10,25,29,10,6,7,2,11,8,8,0
KAZ,2024,8,8,44,28,3,5,0,10,5,12,0
KEN,1956,12,14,0,4,1,0,0,0,0,0,0
KEN,1960,8,16,0,3,0,0,0,3,0,0,0
KEN,1964,15,16,5,4,0,0,0,1,0,0,0
KEN,1968,29,14,4,3,0,0,0,0,0,0,0
KEN,1972,33,18,8,10,0,0,0,0,0,0,0
KEN,1984,38,16,10,2,0,0,1,0,0,0,0
KEN,1988,43,16,23,2,0,0,4,0,0,0,0
KEN,1992,43,0,8,3,0,0,1,0,0,0,0
KEN,1996,45,0,5,3,0,0,1,0,0,0,0
KEN,2000,39,12,4,1,2,1,0,0,0,0,0
KEN,2004,31,12,0,0,2,0,0,1,0,0,0
KEN,2008,37,0,6,0,3,0,0,1,0,0,0
KEN,2012,45,0,2,0,3,0,1,0,0,0,0
KEN,2016,48,0,4,1,2,0,1,0,24,0,0
KEN,2020,42,14,5,0,2,0,0,0,26,0,0
KEN,2024,47,13,2,0,2,0,0,0,13,0,0
KGZ,1996,6,0,9,5,27,1,0,4,1,0,0
KGZ,2000,8,0,17,5,37,2,2,0,0,0,0
KGZ,2004,7,0,11,3,6,2,1,0,2,0,0
KGZ,2008,5,0,10,3,3,0,1,0,0,0,0
KGZ,2012,2,0,7,2,2,0,1,1,0,0,0
KGZ,2016,5,0,10,0,2,0,2,0,0,0,0
KGZ,2020,2,0,11,1,2,0,1,0,0,0,0
KGZ,2024,1,0,13,0,3,0,0,0,0,0,0
KIR,2004,2,0,0,0,0,0,1,0,0,0,0
KIR,2008,1,0,0,0,0,0,1,0,0,0,0
KIR,2012,2,0,0,0,0,0,1,0,0,0,0
KIR,2016,2,0,0,0,0,0,1,0,0,0,0
KIR,2020,1,0,1,0,0,0,1,0,0,0,0
KIR,2024,1,0,1,0,0,0,1,0,0,0,0
KOR,1948,11,20,7,0,0,2,8,0,0,0,0
KOR,1952,6,0,5,0,0,6,4,0,1,0,0
KOR,1956,8,10,8,2,0,2,6,0,0,0,0
KOR,1960,6,0,10,3,0,8,7,0,2,12,1
KOR,1964,24,52,40,12,6,8,7,9,15,63,4
KOR,1968,4,21,15,2,2,5,6,0,0,7,4
KOR,1972,2,19,14,5,2,0,1,0,0,0,0
KOR,1976,0,24,22,5,0,0,0,0,0,0,0
KOR,1984,12,61,41,26,6,11,9,9,6,58,1
KOR,1988,59,155,70,36,54,19,10,61,24,59,4
KOR,1992,11,102,65,29,8,5,10,17,15,60,0
KOR,1996,17,148,60,33,44,10,7,13,21,60,4
KOR,2000,13,150,46,25,29,3,8,10,24,47,4
KOR,2004,18,135,51,33,31,6,8,6,10,46,0
KOR,2008,17,116,47,32,22,4,9,10,28,43,1
KOR,2012,18,116,55,33,21,12,10,8,4,33,2
KOR,2016,17,84,48,32,11,12,7,9,10,31,2
KOR,2020,7,85,66,38,25,3,7,6,51,42,8
KOR,2024,3,42,54,43,34,2,5,1,14,44,6
KOS,2016,2,0,2,1,2,1,0,0,0,0,0
KOS,2020,1,0,7,1,2,0,0,0,0,0,0
KOS,2024,1,0,6,0,2,0,0,0,0,0,0
KSA,1972,14,0,0,0,0,0,0,0,0,0,0
KSA,1976,19,0,0,0,0,0,0,0,0,0,0
KSA,1984,0,15,10,9,0,8,0,0,0,0,0
KSA,1988,10,0,0,3,0,0,0,0,0,0,0
KSA,1992,3,1,1,0,6,6,0,0,0,0,0
KSA,1996,11,15,0,1,0,0,1,0,6,0,0
KSA,2000,16,0,1,1,1,0,0,0,4,0,0
KSA,2004,7,1,0,1,1,0,4,0,2,0,0
KSA,2008,8,0,0,1,1,0,0,0,8,0,0
KSA,2012,11,0,2,1,0,0,1,0,8,0,0
KSA,2016,6,0,2,2,0,0,1,0,0,0,0
KSA,2020,2,23,2,1,1,0,2,1,1,0,0
KSA,2024,2,0,1,0,2,0,0,0,6,0,0
KUW,1968,2,0,0,0,0,0,0,0,0,0,0
KUW,1972,2,0,0,0,2,0,0,0,0,0,0
KUW,1976,9,0,11,0,0,0,0,0,0,0,1
KUW,1980,8,30,23,0,5,0,0,0,0,0,1
KUW,1984,2,0,20,0,6,0,0,0,0,0,3
KUW,1988,6,0,21,0,5,0,0,1,0,0,1
KUW,1992,4,19,3,2,8,0,1,0,0,0,0
KUW,1996,1,13,3,3,4,0,1,0,0,0,2
KUW,2000,5,16,2,5,2,0,0,0,0,0,0
KUW,2004,5,0,1,5,0,0,0,0,0,0,0
KUW,2008,2,1,1,3,1,0,0,0,0,0,0
KUW,2012,3,1,0,6,2,0,0,0,0,0,0
KUW,2020,2,0,0,4,2,0,0,1,1,0,0
KUW,2024,2,0,1,2,2,0,0,2,0,0,0
LAO,1980,7,0,6,6,0,0,0,0,0,0,0
LAO,1988,1,0,2,0,0,0,0,0,0,0,0
LAO,1992,6,0,1,0,0,0,0,0,0,0,0
LAO,1996,5,0,0,0,0,0,0,0,0,0,0
LAO,2000,2,0,0,0,1,0,0,0,0,0,0
LAO,2004,2,0,0,1,2,0,0,0,0,0,0
LAO,2008,2,0,0,0,2,0,0,0,0,0,0
LAO,2012,2,0,0,0,1,0,0,0,0,0,0
LAO,2016,1,0,1,0,2,1,0,0,0,0,0
LAO,2020,1,0,1,0,2,0,0,0,0,0,0
LAO,2024,1,0,0,0,2,0,0,0,0,1,0
LAT,1924,19,11,7,0,0,6,4,0,0,0,0
LAT,1928,7,0,2,0,0,5,1,1,8,0,0
LAT,1932,2,0,0,0,0,0,0,0,11,0,0
LAT,1936,7,7,3,3,0,8,0,0,5,0,0
LAT,1992,7,4,4,2,1,6,2,8,6,0,0
LAT,1996,17,0,2,3,6,7,5,9,1,5,0
LAT,2000,19,0,3,2,7,13,3,4,2,7,0
LAT,2004,17,0,2,1,7,2,1,3,2,10,0
LAT,2008,16,15,2,1,4,6,1,6,2,0,0
LAT,2012,22,5,4,1,2,5,1,2,2,6,0
LAT,2016,13,3,3,1,2,4,2,4,1,0,0
LAT,2020,8,12,2,2,3,5,2,1,3,0,0
LAT,2024,8,7,0,5,2,6,1,0,2,0,1
LBA,1968,1,0,0,0,0,0,0,0,0,0,0
LBA,1980,10,9,0,0,7,10,2,0,0,0,0
LBA,1988,3,0,0,0,0,2,2,0,0,0,0
LBA,1992,1,1,2,0,0,0,1,0,0,0,0
LBA,1996,4,0,0,0,0,1,0,0,0,0,0
LBA,2000,1,0,2,0,0,0,0,0,0,0,0
LBA,2004,2,0,2,0,2,0,2,0,0,0,0
LBA,2008,2,0,1,0,2,1,0,0,0,0,0
LBA,2012,2,0,1,0,1,0,0,0,0,0,0
LBA,2016,1,0,2,1,2,0,0,1,0,0,0
LBA,2020,1,0,1,0,1,0,0,1,0,0,0
LBA,2024,1,0,0,1,2,0,1,1,0,0,0
LBN,2020,1,0,1,1,2,0,1,0,0,0,0
LBN,2024,0,5,3,1,2,0,0,0,0,0,0
LBR,1956,11,0,0,0,0,0,0,0,0,0,0
LBR,1960,6,0,0,0,0,0,0,0,0,0,0
LBR,1964,2,0,0,0,0,0,0,0,0,0,0
LBR,1972,5,0,0,0,0,0,0,0,0,0,0
LBR,1984,10,0,0,0,0,0,0,0,0,0,0
LBR,1988,7,0,4,0,0,0,0,0,0,0,0
LBR,1996,7,0,0,0,0,0,0,0,0,0,0
LBR,2000,10,0,0,0,0,0,0,0,0,0,0
LBR,2004,2,0,0,0,0,0,0,0,0,0,0
LBR,2008,4,0,0,0,0,0,0,0,0,0,0
LBR,2012,3,0,0,0,0,0,0,0,0,0,0
LBR,2016,3,0,0,0,0,0,0,0,0,0,0
LBR,2020,4,0,0,0,0,0,0,0,0,0,0
LBR,2024,10,0,0,0,0,0,0,0,0,0,0
LCA,1996,7,0,0,0,0,0,0,1,0,0,0
LCA,2000,3,0,0,0,2,0,0,0,0,0,0
LCA,2004,1,0,0,0,1,0,0,0,0,0,0
LCA,2008,3,0,0,0,1,0,0,0,0,0,0
LCA,2012,2,0,0,0,1,0,0,1,0,0,0
LCA,2016,3,0,0,0,1,0,0,1,0,0,0
LCA,2020,1,0,0,0,2,0,0,2,0,0,0
LCA,2024,3,0,0,0,1,0,0,1,0,0,0
LES,1972,2,0,0,0,0,0,0,0,0,0,0
LES,1980,7,0,0,0,0,0,0,0,0,0,0
LES,1984,3,0,2,0,0,0,0,0,0,0,0
LES,1988,3,0,3,0,0,0,0,0,0,0,0
LES,1992,8,0,0,0,0,0,0,0,0,0,0
LES,1996,11,0,0,0,0,0,0,0,0,0,0
LES,2000,2,0,4,0,0,0,0,0,0,0,0
LES,2004,2,0,1,0,0,0,0,0,0,0,0
LES,2008,4,0,1,0,0,0,0,0,0,0,0
LES,2012,3,0,0,0,1,0,0,0,0,0,0
LES,2016,6,0,2,0,0,1,0,0,0,0,0
LES,2020,2,0,0,0,0,0,0,0,0,0,0
LES,2024,2,0,1,0,0,0,0,0,0,0,0
LIB,1948,0,0,6,3,0,0,0,0,0,0,0
LIB,1952,0,0,5,3,0,0,1,0,0,0,0
LIB,1960,1,0,13,3,0,0,2,3,0,0,0
LIB,1964,0,0,7,1,0,0,0,0,0,0,0
LIB,1968,0,0,5,3,2,4,1,0,0,0,0
LIB,1972,3,0,21,4,5,2,1,0,0,0,0
LIB,1976,2,0,2,0,0,0,0,0,0,0,0
LIB,1980,3,0,9,0,3,2,2,0,0,0,0
LIB,1984,4,0,12,4,8,1,1,0,0,0,0
LIB,1988,4,0,11,0,11,2,3,0,0,0,0
LIB,1992,2,0,8,0,4,2,1,1,0,0,0
LIB,1996,0,1,0,0,0,0,0,0,0,0,0
LIB,2000,2,0,0,1,2,0,1,0,0,0,0
LIB,2004,2,0,0,1,2,0,0,0,0,0,0
LIB,2008,2,0,1,1,2,0,0,0,0,0,0
LIB,2012,2,1,4,1,2,0,0,0,0,0,0
LIB,2016,2,1,2,1,2,0,0,1,0,0,0
LIE,1936,4,0,0,3,0,1,0,0,0,0,0
LIE,1948,2,0,0,0,0,0,0,0,0,0,0
LIE,1952,0,0,0,0,0,2,0,0,0,0,0
LIE,1960,3,0,0,4,0,1,0,0,0,0,0
LIE,1964,3,0,0,0,0,0,0,0,0,0,0
LIE,1968,3,0,0,0,0,0,0,0,0,0,0
LIE,1972,0,0,2,2,0,1,0,0,0,7,0
LIE,1976,5,0,4,0,0,0,0,0,0,0,0
LIE,1984,4,0,2,2,0,0,0,0,0,0,0
LIE,1988,4,0,4,1,0,6,0,0,1,0,0
LIE,1992,2,0,2,1,0,3,0,0,0,0,0
LIE,1996,1,0,1,0,0,0,0,0,0,0,0
LIE,2000,0,0,1,1,0,0,0,0,0,0,0
LIE,2004,0,0,0,1,0,0,0,0,0,0,0
LIE,2008,1,0,0,1,0,0,0,0,0,0,0
LIE,2012,1,1,0,0,2,0,0,0,0,0,0
LIE,2016,0,1,0,0,2,0,0,0,0,0,0
LIE,2020,0,0,1,0,8,0,0,0,0,0,0
LIE,2024,0,0,0,0,0,1,0,0,0,0,0
LTU,1924,0,11,0,0,0,2,0,0,0,0,0
LTU,1928,6,0,2,0,0,4,1,0,0,0,0
LTU,1992,8,12,6,0,4,6,0,12,6,0,0
LTU,1996,14,12,5,1,18,21,1,7,1,1,0
LTU,2000,18,15,5,1,11,13,1,7,1,5,0
LTU,2004,12,12,6,1,15,14,1,7,2,0,0
LTU,2008,18,15,8,1,10,10,1,6,4,5,0
LTU,2012,20,13,6,1,8,6,0,9,3,6,0
LTU,2016,16,13,4,1,12,5,1,18,3,7,0
LTU,2020,11,0,2,2,12,9,1,12,3,7,0
LTU,2024,11,6,3,0,14,4,0,17,5,3,0
LUX,1900,1,0,0,0,0,0,0,0,0,0,0
LUX,1912,3,0,0,0,0,0,0,0,0,41,0
LUX,1920,15,11,2,0,2,2,3,0,0,0,0
LUX,1924,9,12,8,0,4,9,4,0,4,72,0
LUX,1928,6,18,8,0,3,7,3,0,6,56,0
LUX,1932,0,0,0,0,0,0,0,0,11,0,0
LUX,1936,10,11,6,0,5,8,2,4,21,62,0
LUX,1948,8,12,17,0,0,8,0,6,0,64,0
LUX,1952,13,11,14,0,1,8,0,6,0,48,0
LUX,1956,5,0,8,0,1,1,0,0,0,12,0
LUX,1960,10,0,27,5,4,8,2,3,0,58,0
LUX,1964,5,0,3,2,1,2,0,0,0,14,0
LUX,1968,2,0,1,1,2,1,0,0,0,0,0
LUX,1972,2,0,8,3,0,2,0,0,0,0,0
LUX,1976,4,0,2,1,0,2,0,0,0,0,0
LUX,1980,1,0,0,3,0,0,0,0,0,0,0
LUX,1984,1,0,0,4,0,0,0,0,0,0,0
LUX,1988,3,0,0,3,5,0,0,0,0,0,0
LUX,1992,0,0,1,4,3,0,0,0,0,0,0
LUX,1996,1,1,2,3,0,0,0,0,0,0,0
LUX,2000,0,4,0,0,4,0,0,0,1,0,0
LUX,2004,1,4,0,1,3,4,0,0,1,0,0
LUX,2008,0,1,1,0,4,4,0,1,2,6,0
LUX,2012,0,2,1,2,4,2,0,0,0,0,0
LUX,2016,2,2,0,0,7,4,0,0,0,0,0
LUX,2020,2,2,0,1,3,4,0,0,2,0,0
LUX,2024,4,3,0,1,1,2,0,0,2,0,0
MAD,1964,4,0,0,0,0,0,0,0,0,0,0
MAD,1968,5,0,0,0,0,1,0,0,0,0,0
MAD,1972,9,0,4,0,0,0,0,0,0,0,0
MAD,1980,6,0,5,0,7,0,0,0,0,0,0
MAD,1984,2,0,3,0,0,0,0,0,0,0,0
MAD,1992,6,4,4,0,2,0,1,0,0,0,0
MAD,1996,8,3,1,0,2,0,0,0,0,0,0
MAD,2000,9,0,2,0,2,0,0,0,0,0,0
MAD,2004,3,1,2,0,2,0,0,0,0,0,0
MAD,2008,2,0,2,0,2,0,0,0,0,0,0
MAD,2012,2,0,2,0,2,0,1,0,0,0,0
MAD,2016,2,0,1,0,2,0,1,0,0,0,0
MAD,2020,1,0,1,0,2,0,2,0,0,0,0
MAD,2024,2,1,1,0,2,0,1,0,0,0,0
MAL,1956,9,17,0,3,2,0,3,0,0,0,0
MAL,1960,4,0,0,2,3,0,2,0,0,0,0
MAR,1960,10,0,36,6,0,8,4,1,2,44,0
MAR,1964,5,12,2,0,0,0,2,0,0,0,0
MAR,1968,4,12,9,0,0,0,0,0,0,0,0
MAR,1972,11,18,10,0,0,0,0,0,0,0,0
MAR,1976,0,0,9,0,0,0,0,0,0,0,0
MAR,1984,4,15,12,0,0,4,0,0,0,0,0
MAR,1988,13,0,16,0,0,0,0,0,0,0,0
MAR,1992,14,19,11,0,0,0,1,0,0,0,0
MAR,1996,17,1,14,0,0,0,1,0,0,5,0
MAR,2000,24,18,10,0,1,0,0,2,0,0,0
MAR,2004,24,18,13,0,1,0,1,0,0,0,0
MAR,2008,27,0,19,1,2,0,0,0,0,0,0
MAR,2012,22,16,19,1,3,4,0,1,1,0,0
MAR,2016,22,0,17,2,2,4,2,1,2,0,0
MAR,2020,16,2,13,1,2,1,1,3,12,0,0
MAR,2024,13,21,11,1,2,3,0,4,8,0,0
MAS,1964,17,14,8,7,15,14,6,0,0,0,0
MAS,1968,14,17,0,0,0,2,2,0,0,0,0
MAS,1972,10,30,0,1,6,10,0,0,0,0,0
MAS,1976,4,16,0,2,2,1,0,0,0,0,0
MAS,1984,4,16,0,1,4,2,0,0,0,0,0
MAS,1988,2,4,0,1,6,4,0,0,0,0,0
MAS,1992,1,22,0,1,3,3,0,0,0,0,0
MAS,1996,3,23,1,1,13,0,0,2,0,0,0
MAS,2000,2,22,1,2,20,0,0,1,0,2,5
MAS,2004,2,9,1,3,8,2,1,1,0,7,4
MAS,2008,3,9,2,7,9,6,1,1,0,0,4
MAS,2012,2,6,1,8,2,5,0,1,0,0,13
MAS,2016,2,8,0,8,5,2,1,2,4,0,10
MAS,2020,2,8,0,5,4,4,0,4,2,12,6
MAS,2024,1,8,0,7,2,7,1,2,2,0,2
MAW,1972,13,0,3,0,0,2,0,0,0,0,0
MAW,1984,9,0,6,0,0,8,0,0,0,0,0
MAW,1988,8,0,7,0,0,7,0,0,0,0,0
MAW,1992,4,0,0,0,0,0,0,0,0,0,0
MAW,1996,2,0,0,0,0,0,0,0,0,0,0
MAW,2000,2,0,0,0,0,0,0,0,0,0,0
MAW,2004,2,0,0,0,2,0,0,0,0,0,0
MAW,2008,2,0,0,0,2,0,0,0,0,0,0
MAW,2012,2,0,0,0,1,0,0,0,0,0,0
MAW,2016,2,0,0,1,2,0,0,0,0,0,0
MAW,2020,1,0,1,1,2,0,0,0,0,0,0
MAW,2024,1,0,0,0,2,0,0,0,0,0,0
MDA,1996,7,0,10,4,11,7,5,6,0,0,0
MDA,2000,11,0,9,1,11,0,3,0,0,0,0
MDA,2004,12,0,5,1,10,2,3,0,0,0,0
MDA,2008,14,0,5,1,3,2,5,0,0,0,0
MDA,2012,8,0,5,2,2,1,2,0,0,0,0
MDA,2016,9,1,5,1,2,0,3,2,0,0,0
MDA,2020,6,0,4,5,4,0,2,5,0,0,0
MDA,2024,5,1,10,5,2,0,1,5,1,0,0
MDV,1988,9,0,0,0,0,0,0,0,0,0,0
MDV,1992,6,0,0,0,4,0,0,0,0,0,0
MDV,1996,8,0,0,0,1,0,0,0,0,0,0
MDV,2000,2,0,0,0,2,0,0,0,0,0,0
MDV,2004,2,0,0,0,2,0,0,0,0,0,0
MDV,2008,2,0,0,0,2,0,0,0,0,0,0
MDV,2012,2,1,0,0,2,0,0,0,0,0,0
MDV,2016,2,0,0,0,2,0,0,0,0,0,0
MDV,2020,1,1,0,0,2,0,0,0,0,0,0
MDV,2024,1,2,0,0,2,0,0,0,0,0,0
MEX,1900,0,3,0,0,0,0,0,0,0,0,0
MEX,1924,21,4,0,3,0,0,0,0,0,0,0
MEX,1928,21,11,6,0,0,0,0,0,16,0,1
MEX,1932,30,0,30,6,5,3,0,0,14,7,5
MEX,1936,3,15,6,5,0,0,0,0,2,0,1
MEX,1948,7,25,23,9,15,10,3,0,15,35,7
MEX,1952,3,20,15,4,12,8,2,0,13,0,8
MEX,1956,2,0,5,4,4,8,1,1,6,0,5
MEX,1960,6,12,20,6,26,16,1,4,6,7,6
MEX,1964,7,24,16,6,20,14,1,14,20,0,6
MEX,1968,39,81,54,14,73,18,3,49,22,84,9
MEX,1972,13,47,33,19,59,11,2,25,21,43,8
MEX,1976,10,39,6,7,22,8,1,12,15,10,7
MEX,1980,11,0,8,2,17,0,3,1,17,5,10
MEX,1984,18,0,16,14,42,9,1,13,27,7,8
MEX,1988,25,9,14,11,44,8,0,6,14,7,6
